number,state,value,hedge_ratio,rebalance_threshold,score,target_final_nav,target_net_pnl,target_annualized_return,target_annualized_volatility,target_sharpe,target_max_drawdown,target_turnover,target_number_of_rebalances,target_total_costs,target_average_health_factor,target_average_idle_ratio,plain_lp_final_nav,plain_lp_net_pnl,plain_lp_annualized_return,plain_lp_annualized_volatility,plain_lp_sharpe,plain_lp_max_drawdown,plain_lp_turnover,plain_lp_number_of_rebalances,plain_lp_total_costs,plain_lp_average_health_factor,plain_lp_average_idle_ratio,fixed_hedge_final_nav,fixed_hedge_net_pnl,fixed_hedge_annualized_return,fixed_hedge_annualized_volatility,fixed_hedge_sharpe,fixed_hedge_max_drawdown,fixed_hedge_turnover,fixed_hedge_number_of_rebalances,fixed_hedge_total_costs,fixed_hedge_average_health_factor,fixed_hedge_average_idle_ratio,buy_hold_final_nav,buy_hold_net_pnl,buy_hold_annualized_return,buy_hold_annualized_volatility,buy_hold_sharpe,buy_hold_max_drawdown,buy_hold_turnover,buy_hold_number_of_rebalances,buy_hold_total_costs,buy_hold_average_health_factor,buy_hold_average_idle_ratio
355,TrialState.COMPLETE,0.6170575029249341,0.8283035446837351,0.06977000118575169,0.6170575029249341,103729.96164331584,3804.961643315837,0.038184757783398915,0.063854675480659,0.6187282859693791,-0.02389067764212638,21999.9450904088,13.0,216.9999450904088,2.029348012836245,0.20752934284657593,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105989.29271412647,6064.292714126466,0.06086014370036774,0.07103943342712207,0.8670906591755154,-0.04440001788241399,0.0,0.0,0.0,2.357841315108442,0.1977688224446371,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
356,TrialState.COMPLETE,0.5766550905511748,0.8496422233470172,0.0741295854842578,0.5766550905511748,103426.23503518755,3501.2350351875502,0.035136560977429676,0.06290685078901627,0.5803570932049703,-0.02052180136200088,24533.21935759074,13.0,219.53321935759072,1.9700834791400819,0.21251148545484258,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.17699945634,6106.1769994563365,0.06128052071855805,0.06966449092007337,0.8885000933160804,-0.04133999023321355,0.0,0.0,0.0,2.298624368516606,0.20277473226095652,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
357,TrialState.COMPLETE,0.39199983550084694,0.8376252733587244,0.06555301930404568,0.39199983550084694,102320.88980575412,2395.889805754123,0.02404353688728733,0.06354119731601564,0.4056512200321922,-0.02513405149095005,38557.42266101215,23.0,383.55742266101214,1.9958055068692,0.20690918346416165,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106007.58972069151,6082.589720691511,0.06104378390456877,0.0704215886514721,0.8765343495189933,-0.043063292300888345,0.0,0.0,0.0,2.3316014705178074,0.1999560826240729,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
358,TrialState.COMPLETE,0.3561964499679069,0.8496466212610375,0.14129827587742283,0.3561964499679069,102084.59971143576,2159.5997114357597,0.02167221925552676,0.06511397624010273,0.361811340754862,-0.025158091358188917,21842.20678809731,6.0,111.84220678809731,2.0402852529840136,0.20102547850437422,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.18563183192,6106.185631831919,0.06128060735855323,0.06966422211910465,0.8885044241751133,-0.04133935952872736,0.0,0.0,0.0,2.29861247044971,0.20277576360965696,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
359,TrialState.COMPLETE,0.5676707491165245,0.8124030691758893,0.0717957172865073,0.5676707491165245,103462.3367477498,3537.336747749796,0.03549887607022262,0.06479044600050572,0.5707448359229037,-0.026769457599551738,23460.690267335038,13.0,218.46069026733505,2.061877309404627,0.20311719971441872,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105958.08271918885,6033.082719188853,0.06054690086768977,0.07215280882397623,0.8507244975179685,-0.04667999597707928,0.0,0.0,0.0,2.4039893412604116,0.19403630693550603,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
360,TrialState.COMPLETE,0.6058142450332458,0.8266553125828761,0.07734769710037234,0.6058142450332458,103651.75141244885,3726.7514124488516,0.03739983844354611,0.06382445577326087,0.607142241710933,-0.024732433558067424,20983.94468777197,11.0,185.98394468777195,2.0200780480108156,0.20787547382999597,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105986.0575080159,6061.057508015903,0.060827673157009876,0.07115139702183436,0.865408093877061,-0.044636366568408414,0.0,0.0,0.0,2.3625425124335417,0.1973820071680475,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
361,TrialState.COMPLETE,0.6310802560039921,0.8499892802109696,0.06965934324744885,0.6310802560039921,103761.01122053107,3836.0112205310725,0.03849637237202219,0.06280751481433554,0.6327648290250737,-0.020442741270438325,22182.966295582977,13.0,217.18296629558296,1.9696725281079877,0.21362823095620526,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.85821449061,6106.85821449061,0.06128735782465977,0.06964329759400585,0.8888417428382579,-0.04129021879775718,0.0,0.0,0.0,2.297685823309843,0.202856119614602,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
362,TrialState.COMPLETE,0.6276353012341849,0.838973318907308,0.06880597664643716,0.6276353012341849,103766.2919382814,3841.2919382814,0.03854936985631929,0.06329740088247235,0.6291625904608118,-0.022293220315881768,21895.47243654052,13.0,216.89547243654053,1.9955348956726473,0.21089103085050784,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106010.23571041203,6085.235710412031,0.06107034071989981,0.07033442780392442,0.8778890610820747,-0.04286997930767367,0.0,0.0,0.0,2.32785509990915,0.20027233206180908,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
363,TrialState.COMPLETE,0.5268526912766144,0.8495652689451635,0.06825927355086726,0.5268526912766144,103129.0608366578,3204.0608366577944,0.032154147881479744,0.06300139668855485,0.5337886556463426,-0.023246207067643354,29380.242195804614,17.0,284.3802421958046,1.9748228121547213,0.20987203254498027,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.02595073498,6106.025950734984,0.06127900469781378,0.06966919537192828,0.8884243061586259,-0.04135102625554998,0.0,0.0,0.0,2.29883258002175,0.2027566857665213,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
364,TrialState.COMPLETE,0.4616885348589099,0.8384360571183483,0.06238092736385373,0.4616885348589099,102758.87274015059,2833.8727401505894,0.028439007010198525,0.06355756427630599,0.47294490548676216,-0.026154580087455415,35970.304152498735,23.0,380.9703041524987,1.9915640041214542,0.20689962509438375,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106009.18115467225,6084.181154672246,0.06105975653569162,0.0703690987688794,0.8773494953361456,-0.04294702409203199,0.0,0.0,0.0,2.329346767144591,0.20014629299546163,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
365,TrialState.COMPLETE,0.5317019743491576,0.8492389642562261,0.06460071766080192,0.5317019743491576,103162.66346246163,3237.663462461627,0.03249137958026793,0.06295570878497983,0.5393190979923783,-0.022169230327585332,30848.24059538475,19.0,315.84824059538477,1.9783169747343379,0.21016149604376422,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106030.38546877711,6105.385468777109,0.061272576414834745,0.06968916416529816,0.888102823305165,-0.041397821531748424,0.0,0.0,0.0,2.299715864799669,0.20268016388420368,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
366,TrialState.COMPLETE,0.571632084125088,0.8280643632939476,0.07271498404437444,0.571632084125088,103445.0851444269,3520.0851444269065,0.03532573974566344,0.06392613361978629,0.5749746412143039,-0.024142074694315507,23910.163723815895,13.0,218.91016372381588,2.0214202924243154,0.2071720925849869,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105988.82324074756,6063.823240747559,0.06085543177298791,0.07105563068289623,0.8668467189082002,-0.044434315473569574,0.0,0.0,0.0,2.3585223633308328,0.1977126915232724,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
367,TrialState.COMPLETE,0.6264453365879469,0.838111749430539,0.06879525134091746,0.6264453365879469,103759.64942883681,3834.649428836812,0.038482705379957904,0.06331693650183727,0.6279743730155994,-0.022508110263673164,21865.694156969872,13.0,216.86569415696988,1.9983175070039563,0.21057204966191964,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106008.544592496,6083.544592495993,0.061053367597741826,0.07039007014288788,0.8770235699881606,-0.042993530593672724,0.0,0.0,0.0,2.3302481088387887,0.2000702108392074,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
368,TrialState.COMPLETE,0.617385314861401,0.8209096115810324,0.06842698133704268,0.617385314861401,103751.46162506499,3826.461625064985,0.038400532287335754,0.06421758158821333,0.6188299699520825,-0.02514179606245215,21656.263797435982,13.0,216.656263797436,2.0458560042115153,0.20596255307355393,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105974.77965037634,6049.779650376338,0.06071448157536885,0.07154798687494954,0.8595159118747514,-0.04546025887446048,0.0,0.0,0.0,2.3790783924976617,0.19603340678965125,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
369,TrialState.COMPLETE,0.4896243988217433,0.8392640986919571,0.06601894412216507,0.4896243988217433,102931.23900458487,3006.2390045848733,0.030168839140078507,0.06370729860269911,0.49835894259031527,-0.024863307876747287,31919.667771640005,19.0,316.91966777164,2.0050887741891334,0.20604434605907412,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106010.80646287832,6085.806462878318,0.06107606915049857,0.07031570001458283,0.8781808909810935,-0.042828280625560766,0.0,0.0,0.0,2.3270485680847806,0.2003405466619588,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
370,TrialState.COMPLETE,0.5667408925580313,0.8377438956905398,0.07507716825214608,0.5667408925580313,103392.17474932391,3467.174749323909,0.03479473386569176,0.06347626478429931,0.5705161847665668,-0.022518114200439365,24508.933482951026,13.0,219.50893348295102,1.9999401418623548,0.2091842863390401,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106007.8225566451,6082.8225566451,0.061046120792418446,0.07041389648820626,0.8766536760654965,-0.04304628161969282,0.0,0.0,0.0,2.3312713218832197,0.19998391182325265,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
371,TrialState.COMPLETE,0.4957535825306136,0.7982279916775157,0.09763288251647459,0.4957535825306136,103023.26925613807,3098.269256138068,0.031092438943304268,0.06588466247148585,0.49764078142143187,-0.03315621067157737,19042.53218891077,8.0,139.04253218891077,2.069699138939729,0.19996607176184972,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105930.25939423629,6005.259394236287,0.06026764896552761,0.07320622495675842,0.8359330757578926,-0.04871242743879478,0.0,0.0,0.0,2.446679820137275,0.1907070847266399,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
372,TrialState.COMPLETE,0.4411803823973202,0.8263548012404511,0.0830483381076528,0.4411803823973202,102634.5186612367,2709.518661236696,0.02719102017931907,0.0645271043235369,0.4479924110277635,-0.0266249997198863,26805.955439666803,12.0,206.8059554396668,2.0322010392777092,0.2055195312756453,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105985.46765411695,6060.4676541169465,0.06082175301622206,0.07117189772892682,0.8651009391894687,-0.04467945827979625,0.0,0.0,0.0,2.363401672228924,0.19731147932615647,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
373,TrialState.COMPLETE,0.625304806565396,0.8495819680431439,0.07204809033066274,0.625304806565396,103727.14076565165,3802.140765651653,0.03815644737412782,0.0628372587859218,0.6272849995710842,-0.020315203523589398,22603.402892655045,13.0,217.60340289265503,1.978813275105851,0.21280413667698603,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.05872829359,6106.0587282935885,0.06127933367417504,0.06966817434709646,0.8884407529418553,-0.04134863144007073,0.0,0.0,0.0,2.298787394940218,0.20276060185808842,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
374,TrialState.COMPLETE,0.6252787493452991,0.8494926009377378,0.07247468543798215,0.6252787493452991,103727.18718888656,3802.187188886557,0.03815691327902959,0.0628411011458967,0.6272576346767573,-0.020330220866190074,22601.025251927225,13.0,217.60102525192724,1.9790214473893295,0.21278200115795054,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106030.88331549495,6105.883315494953,0.061277573120108286,0.06967363950407304,0.8883527298265491,-0.04136144756293858,0.0,0.0,0.0,2.2990292286833296,0.20273964442698705,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
375,TrialState.COMPLETE,0.544849762683996,0.812584918736302,0.07363357354511067,0.544849762683996,103316.8458149198,3391.8458149197977,0.03403873801897306,0.06483088256448567,0.5486661867730015,-0.026918033583831824,24213.789608280997,13.0,219.213789608281,2.0590167203953884,0.20259956290730133,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105958.4396597005,6033.439659700496,0.060550483342229455,0.07213966158356473,0.8509131942969298,-0.046653921411066834,0.0,0.0,0.0,2.403451348990478,0.19407900629517552,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
376,TrialState.COMPLETE,0.3639197387983617,0.49702679733759364,0.07688438155462743,0.3639197387983617,103230.36743573839,3305.367435738386,0.03317084900182565,0.1001122711499402,0.3760230204670232,-0.0871316654312122,12061.203705974953,6.0,102.06120370597495,3.4725549537580283,0.11991358217024725,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105339.05143030747,5414.051430307474,0.05433397205295565,0.10520992268322331,0.5554813598832975,-0.09692856296659369,0.0,0.0,0.0,3.929382338271689,0.11954587906146415,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
377,TrialState.COMPLETE,0.5086394697488809,0.673371714642091,0.05951693713279094,0.5086394697488809,103583.18157013344,3658.1815701334417,0.03671167156208033,0.07651942464635171,0.5093988591951141,-0.05169052671828567,19445.7232270526,13.0,214.4457232270526,2.4875940257080384,0.16865064387762047,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105685.18724074888,5760.1872407488845,0.057807963690616804,0.08459326987431752,0.706588799848316,-0.06818583328135264,0.0,0.0,0.0,2.90034207947707,0.1613094196215153,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
378,TrialState.COMPLETE,0.6180819212266018,0.8291646801352193,0.06854280085472447,0.6180819212266018,103737.74372316294,3812.7437231629447,0.038262858971259917,0.06388245948364107,0.6196650401747458,-0.023849568055772652,21863.93950291218,13.0,216.8639395029122,2.027064583931106,0.20782581277527717,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105990.9829801229,6065.982980122906,0.06087710826366033,0.07098125924742858,0.8679682895754249,-0.044276534418454694,0.0,0.0,0.0,2.35539256060399,0.1979709093108477,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
379,TrialState.COMPLETE,0.5273145709178001,0.8380555149553023,0.06665418140783373,0.5273145709178001,103155.45627907662,3230.4562790766213,0.0324190491747538,0.06351922788999473,0.5339931945473063,-0.02512539722138407,28998.774297793694,17.0,283.9987742977937,2.0028702731837664,0.2070200862225814,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106008.43421355225,6083.434213552246,0.061052259765322914,0.07039370983235552,0.8769670377258746,-0.04300159474546439,0.0,0.0,0.0,2.330404471128916,0.20005701822025765,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
380,TrialState.COMPLETE,0.623650732477791,0.8492810126988911,0.07197658001011156,0.623650732477791,103716.84940497573,3791.8494049757282,0.038053163000687285,0.06284216192219923,0.6256579432915724,-0.02036577635223935,22605.7915448167,13.0,217.6057915448167,1.9794336594689463,0.21270111411638895,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106030.46800289264,6105.468002892638,0.06127340477953669,0.06968658904619388,0.8881442619593725,-0.04139179137874738,0.0,0.0,0.0,2.2996020044057115,0.2026900247334992,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
381,TrialState.COMPLETE,0.6147055258044927,0.8219518139656941,0.06946095815389146,0.6147055258044927,103733.3242860795,3808.3242860795,0.038218505365534394,0.06419628469369841,0.6162833514878217,-0.024957909108572762,21831.241566292745,13.0,216.83124156629276,2.045030041748059,0.20595493959115396,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105976.82532071696,6051.825320716962,0.06073501319059793,0.07147532911354808,0.860587637914253,-0.045310816148486976,0.0,0.0,0.0,2.376061815209517,0.1962780467307793,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
382,TrialState.COMPLETE,0.5319815375378287,0.8377534471219565,0.0639257778764519,0.5319815375378287,103187.48926322567,3262.489263225667,0.03274052836786012,0.06346061715572578,0.539333591929699,-0.02408092533142392,30443.485995679184,19.0,315.44348599567917,2.0054399091189885,0.20736809340425688,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106007.84130451997,6082.84130451997,0.06104630895786478,0.07041327730535694,0.876663283219557,-0.04304491192479387,0.0,0.0,0.0,2.3312447424901754,0.1999861526164083,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
383,TrialState.COMPLETE,0.6153332245273959,0.849737914669277,0.07859277980676224,0.6153332245273959,103654.24102746714,3729.241027467142,0.03742482424136995,0.06273630141572506,0.6169574249022047,-0.020693032267545153,21587.637595112286,11.0,186.58763759511228,1.9653272956597825,0.21372512908484467,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.36482564347,6106.364825643468,0.06128240586127709,0.06965864363901456,0.8885943171379779,-0.04132626714571519,0.0,0.0,0.0,2.2983655141082,0.20279717266541025,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
384,TrialState.COMPLETE,0.6051818327661017,0.8123260023724252,0.074639804892637,0.6051818327661017,103690.36524468342,3765.3652446834167,0.03778736738282151,0.06462644263103204,0.6061845234719374,-0.026961411398522817,20528.009084912417,11.0,185.5280090849124,2.055226001463818,0.20450653243742165,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105957.93144984219,6032.931449842188,0.060545382635486256,0.07215838339296916,0.8506445196456985,-0.04669104622240772,0.0,0.0,0.0,2.404217411977773,0.19401821111009324,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
385,TrialState.COMPLETE,0.4996035806764367,0.8498051707715724,0.10363207022804798,0.4996035806764367,102944.42645864788,3019.426458647882,0.03030118602559906,0.06342779132927129,0.5023050359830632,-0.02477250411553633,20272.957710631366,8.0,140.27295771063137,1.944083001463198,0.21278930596541829,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.49683821163,6106.496838211635,0.06128373082312866,0.06965453564550357,0.8886605311531169,-0.041316621947996346,0.0,0.0,0.0,2.298183614642951,0.20281294473300474,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
386,TrialState.COMPLETE,0.5239221573328058,0.8299231635967078,0.06694972364391606,0.5239221573328058,103151.70496373136,3226.704963731361,0.03238140144109036,0.06392190704844802,0.5304609907330792,-0.026489254779030635,28700.965589912215,17.0,283.70096558991224,2.0215616904296336,0.20505575833558176,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105992.47175729723,6067.4717572972295,0.06089205056013691,0.07093020355233644,0.8687404633652529,-0.044167770443464094,0.0,0.0,0.0,2.353239919997131,0.19814890140901276,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
387,TrialState.COMPLETE,0.4804343825265214,0.7006725268245595,0.07215009086670522,0.4804343825265214,103270.28610686252,3345.2861068625207,0.03357146884600404,0.0742534173097864,0.4817984108681736,-0.04849033668818836,19175.44022585475,10.0,169.17544022585474,2.401287794863599,0.17363640973042122,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105738.77420483563,5813.77420483563,0.05834579198682821,0.081818776331517,0.7339366544335053,-0.06373605584755204,0.0,0.0,0.0,2.7873339460833377,0.1677490287148066,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
388,TrialState.COMPLETE,0.6218548505599066,0.8330607032804188,0.06940415538684111,0.6218548505599066,103745.28906890634,3820.289068906335,0.038338584303891254,0.06357772982242842,0.6234755910473228,-0.023100256169247713,21976.819487802353,13.0,216.97681948780235,2.016014980846683,0.20897819750254487,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105998.63022706096,6073.630227060959,0.06095386081069587,0.070720844011813,0.8719260281206697,-0.043717853776211624,0.0,0.0,0.0,2.3443769600649076,0.1988851338851005,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
389,TrialState.COMPLETE,0.5767184190577705,0.8499647782222418,0.07474914993535546,0.5767184190577705,103425.95325587194,3500.9532558719366,0.035133733054810046,0.0628932186109445,0.5804257948539947,-0.020467681271338023,24542.533053745785,13.0,219.54253305374579,1.9693358481239767,0.2125912775263661,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,106031.81012115258,6106.810121152579,0.06128687512941511,0.06964479257755649,0.8888176303096249,-0.04129373263132108,0.0,0.0,0.0,2.2977520588452265,0.20285037375155696,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
390,TrialState.COMPLETE,0.5284924100588894,0.8193869948935548,0.07046299794165742,0.5284924100588894,103196.56047693666,3271.560476936662,0.0328315660322418,0.06435204211711387,0.534117659935441,-0.025597837934454137,27161.958851521216,15.0,252.1619588515212,2.0393739249323124,0.20473101271547609,104405.33184806425,4555.331848064248,0.045749909919045706,0.3617198435571055,0.30497452733409314,-0.3569731755453921,0.0,0.0,0.0,inf,0.0,105971.79100647803,6046.79100647803,0.060684485695116974,0.07165470740060839,0.8579479338965555,-0.04567858752831666,0.0,0.0,0.0,2.3834992882206953,0.19567598170197806,94137.82318598832,-5862.1768140116765,-0.05877798846322113,0.3335077918349891,-0.0147141048355953,-0.32483243304392084,0.0,0.0,0.0,inf,0.0
